2023-07-03 19:07:642 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:187 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (68d06acdfe1d36fed33632214f20a460)] -> xpath: //p[@class='error']]
2023-07-03 23:07:139 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:78 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-03 23:07:185 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-03 23:07:290 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (6fb77ca1a7a7d3abcbdcf8c8cafe39ab)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:640 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (6fb77ca1a7a7d3abcbdcf8c8cafe39ab)] -> xpath: //p[@class='error']]
2023-07-03 23:07:572 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:11 INFO  LoginPage :71 - enterEmailId
2023-07-03 23:07:75 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-03 23:07:191 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (1bc06408956fa591a3d5c0d9cd2bc386)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:531 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (1bc06408956fa591a3d5c0d9cd2bc386)] -> xpath: //p[@class='error']]
2023-07-03 23:07:270 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:124 INFO  LoginPage :71 - enterEmailIdganesha@gmail.com
2023-07-03 23:07:231 INFO  LoginPage :76 - enter password
2023-07-03 23:07:325 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (1dac9f9d089a1de48948ce78c096dfc7)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:698 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (1dac9f9d089a1de48948ce78c096dfc7)] -> xpath: //p[@class='error']]
2023-07-03 23:07:427 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:312 INFO  LoginPage :71 - enterEmailId
2023-07-03 23:07:372 INFO  LoginPage :76 - enter password
2023-07-03 23:07:454 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (d6ba69f00b8d72af637ec6b9531b93b1)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:830 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (d6ba69f00b8d72af637ec6b9531b93b1)] -> xpath: //p[@class='error']]
2023-07-03 23:07:544 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:549 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-03 23:07:663 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-03 23:07:795 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (12828c7e16e140145d357b774dcbf4fb)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:170 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (12828c7e16e140145d357b774dcbf4fb)] -> xpath: //p[@class='error']]
2023-07-03 23:07:91 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:993 INFO  LoginPage :71 - enterEmailIdganeha@gmail.com
2023-07-03 23:07:100 INFO  LoginPage :76 - enter passwordTest_1234
2023-07-03 23:07:214 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (911cb04d5e1579270c5a0ddceea9073e)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:570 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (911cb04d5e1579270c5a0ddceea9073e)] -> xpath: //p[@class='error']]
2023-07-03 23:07:297 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:432 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-03 23:07:536 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-03 23:07:640 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (471552d3d0635337f2e5e0a13aae54b4)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:01 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (471552d3d0635337f2e5e0a13aae54b4)] -> xpath: //p[@class='error']]
2023-07-03 23:07:708 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:839 INFO  LoginPage :71 - enterEmailId
2023-07-03 23:07:903 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-03 23:07:01 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (ebc4967715b7c7ad0ae4fa44ec90a8f4)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:355 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (ebc4967715b7c7ad0ae4fa44ec90a8f4)] -> xpath: //p[@class='error']]
2023-07-03 23:07:44 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:570 INFO  LoginPage :71 - enterEmailIdganesha@gmail.com
2023-07-03 23:07:687 INFO  LoginPage :76 - enter password
2023-07-03 23:07:791 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (2864a7e46e8069942e0859deae82bb9a)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:148 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (2864a7e46e8069942e0859deae82bb9a)] -> xpath: //p[@class='error']]
2023-07-03 23:07:860 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:40 INFO  LoginPage :71 - enterEmailId
2023-07-03 23:07:99 INFO  LoginPage :76 - enter password
2023-07-03 23:07:181 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (96453e0ef331611e99a15147d425a3d6)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:561 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (96453e0ef331611e99a15147d425a3d6)] -> xpath: //p[@class='error']]
2023-07-03 23:07:308 INFO  ManageBrowser :34 - launching chrome browser
2023-07-03 23:07:510 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-03 23:07:617 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-03 23:07:722 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (0e5a60891fbe54381e60feaca54b5343)] -> xpath: //input[@value='Log In']]
2023-07-03 23:07:66 INFO  LoginPage :95 - get error messages[[ChromeDriver: chrome on WINDOWS (0e5a60891fbe54381e60feaca54b5343)] -> xpath: //p[@class='error']]
2023-07-04 00:07:483 INFO  ManageBrowser :34 - launching chrome browser
2023-07-04 00:07:976 INFO  HomePage :37 - click on register link :[[ChromeDriver: chrome on WINDOWS (841b12d3175ac48d235be0662747270c)] -> link text: Register]
2023-07-04 00:07:339 INFO  RegisterPge :76 - Enter First Name[[ChromeDriver: chrome on WINDOWS (841b12d3175ac48d235be0662747270c)] -> id: customer.firstName]
2023-07-04 00:07:429 INFO  RegisterPge :80 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (841b12d3175ac48d235be0662747270c)] -> id: customer.lastName]
2023-07-04 00:07:475 INFO  RegisterPge :85 - Enter Address Street NameTest
2023-07-04 00:07:528 INFO  RegisterPge :90 - Enter City Name: Test City
2023-07-04 00:07:595 INFO  RegisterPge :95 - Enter State Name: Test State
2023-07-04 00:07:667 INFO  RegisterPge :100 - Enter Zip Code: [[ChromeDriver: chrome on WINDOWS (841b12d3175ac48d235be0662747270c)] -> id: customer.address.zipCode]
2023-07-04 00:07:715 INFO  RegisterPge :106 - Enter Phone Number: 0125422525
2023-07-04 00:07:787 INFO  RegisterPge :111 - Enter SSN no: 152457841
2023-07-04 00:07:855 INFO  RegisterPge :116 - Enter User NameGanesha
2023-07-04 00:07:933 INFO  RegisterPge :123 - Enter Password: Test_12345
2023-07-04 00:07:998 INFO  RegisterPge :127 - Enter Password: Test_12345
2023-07-04 00:07:521 INFO  ManageBrowser :34 - launching chrome browser
2023-07-04 00:07:977 INFO  LoginPage :71 - enterEmailIdGanesha
2023-07-04 00:07:54 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-04 00:07:148 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (576055851eba718526093baea24eea76)] -> xpath: //input[@value='Log In']]
2023-07-04 00:07:646 INFO  ManageBrowser :34 - launching chrome browser
2023-07-04 00:07:234 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-04 00:07:324 INFO  LoginPage :76 - enter passwordTest12345
2023-07-04 00:07:407 INFO  LoginPage :89 - click on login button[[ChromeDriver: chrome on WINDOWS (51b42fc1c55b475e93a4bb539daa8a98)] -> xpath: //input[@value='Log In']]
2023-07-04 00:07:19 INFO  ManageBrowser :34 - launching chrome browser
2023-07-04 00:07:542 INFO  LoginPage :71 - enterEmailId<ganesha1@gmail.com>
2023-07-07 07:07:985 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:368 INFO  HomePage :37 - click on register link :[[FirefoxDriver: firefox on WINDOWS (18483d22-ed4e-4ac4-9343-2cd8edec2eb8)] -> link text: Register]
2023-07-07 07:07:773 INFO  RegisterPge :76 - Enter First Name[[FirefoxDriver: firefox on WINDOWS (18483d22-ed4e-4ac4-9343-2cd8edec2eb8)] -> id: customer.firstName]
2023-07-07 07:07:842 INFO  RegisterPge :80 - Enter Last Name[[FirefoxDriver: firefox on WINDOWS (18483d22-ed4e-4ac4-9343-2cd8edec2eb8)] -> id: customer.lastName]
2023-07-07 07:07:877 INFO  RegisterPge :85 - Enter Address Street NameTest
2023-07-07 07:07:916 INFO  RegisterPge :90 - Enter City Name: Test City
2023-07-07 07:07:964 INFO  RegisterPge :95 - Enter State Name: Test State
2023-07-07 07:07:28 INFO  RegisterPge :100 - Enter Zip Code: [[FirefoxDriver: firefox on WINDOWS (18483d22-ed4e-4ac4-9343-2cd8edec2eb8)] -> id: customer.address.zipCode]
2023-07-07 07:07:66 INFO  RegisterPge :106 - Enter Phone Number: 0125422525
2023-07-07 07:07:119 INFO  RegisterPge :111 - Enter SSN no: 152457841
2023-07-07 07:07:160 INFO  RegisterPge :116 - Enter User NameGanesha
2023-07-07 07:07:202 INFO  RegisterPge :123 - Enter Password: Test_12345
2023-07-07 07:07:246 INFO  RegisterPge :127 - Enter Password: Test_12345
2023-07-07 07:07:343 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:210 INFO  LoginPage :71 - enterEmailIdganeha@gmail.com
2023-07-07 07:07:308 INFO  LoginPage :76 - enter passwordTest_1234
2023-07-07 07:07:382 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (14a21594-3912-4e02-af20-34bcb805f28c)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:966 INFO  LoginPage :95 - get error messages[[FirefoxDriver: firefox on WINDOWS (14a21594-3912-4e02-af20-34bcb805f28c)] -> xpath: //p[@class='error']]
2023-07-07 07:07:493 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:194 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-07 07:07:305 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-07 07:07:350 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (e4c35d83-5301-4cda-be8c-e3356bda8c63)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:928 INFO  LoginPage :95 - get error messages[[FirefoxDriver: firefox on WINDOWS (e4c35d83-5301-4cda-be8c-e3356bda8c63)] -> xpath: //p[@class='error']]
2023-07-07 07:07:101 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:495 INFO  LoginPage :71 - enterEmailId
2023-07-07 07:07:573 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-07 07:07:639 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (a23736cc-0a3a-4f5a-95c1-8d0e144d515c)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:62 INFO  LoginPage :95 - get error messages[[FirefoxDriver: firefox on WINDOWS (a23736cc-0a3a-4f5a-95c1-8d0e144d515c)] -> xpath: //p[@class='error']]
2023-07-07 07:07:747 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:692 INFO  LoginPage :71 - enterEmailIdganesha@gmail.com
2023-07-07 07:07:788 INFO  LoginPage :76 - enter password
2023-07-07 07:07:823 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (9796e3f0-5457-4a5a-b092-0644bed18717)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:436 INFO  LoginPage :95 - get error messages[[FirefoxDriver: firefox on WINDOWS (9796e3f0-5457-4a5a-b092-0644bed18717)] -> xpath: //p[@class='error']]
2023-07-07 07:07:879 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:883 INFO  LoginPage :71 - enterEmailId
2023-07-07 07:07:932 INFO  LoginPage :76 - enter password
2023-07-07 07:07:962 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (4e7fc777-12a0-4435-ae6a-14637eb0ae62)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:324 INFO  LoginPage :95 - get error messages[[FirefoxDriver: firefox on WINDOWS (4e7fc777-12a0-4435-ae6a-14637eb0ae62)] -> xpath: //p[@class='error']]
2023-07-07 07:07:715 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:376 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-07 07:07:466 INFO  LoginPage :76 - enter passwordTest_12345
2023-07-07 07:07:506 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (9284267e-5fe8-4616-bb7c-c31873aa8a9c)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:929 INFO  LoginPage :95 - get error messages[[FirefoxDriver: firefox on WINDOWS (9284267e-5fe8-4616-bb7c-c31873aa8a9c)] -> xpath: //p[@class='error']]
2023-07-07 07:07:542 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:452 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-07 07:07:540 INFO  LoginPage :76 - enter passwordTest12345
2023-07-07 07:07:599 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (d15b25b4-e848-4b54-8b83-5439cb612c1a)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:814 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:443 INFO  LoginPage :71 - enterEmailId<ganesha1@gmail.com>
2023-07-07 07:07:548 INFO  LoginPage :76 - enter password<Test12345>
2023-07-07 07:07:620 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (a9e445f8-4094-4af4-aede-12b03916b5b7)] -> xpath: //input[@value='Log In']]
2023-07-07 07:07:137 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:608 INFO  HomePage :37 - click on register link :[[FirefoxDriver: firefox on WINDOWS (763d2f11-4e75-49ad-ab59-a0b8557ae02d)] -> link text: Register]
2023-07-07 07:07:195 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 07:07:166 INFO  HomePage :37 - click on register link :[[FirefoxDriver: firefox on WINDOWS (9f770a9e-2efb-4e83-85da-17810565e558)] -> link text: Register]
2023-07-07 07:07:542 INFO  RegisterPge :76 - Enter First Name[[FirefoxDriver: firefox on WINDOWS (9f770a9e-2efb-4e83-85da-17810565e558)] -> id: customer.firstName]
2023-07-07 07:07:590 INFO  RegisterPge :80 - Enter Last Name[[FirefoxDriver: firefox on WINDOWS (9f770a9e-2efb-4e83-85da-17810565e558)] -> id: customer.lastName]
2023-07-07 07:07:611 INFO  RegisterPge :85 - Enter Address Street NameTest
2023-07-07 07:07:642 INFO  RegisterPge :90 - Enter City Name: Test City
2023-07-07 07:07:672 INFO  RegisterPge :95 - Enter State Name: Test State
2023-07-07 07:07:704 INFO  RegisterPge :100 - Enter Zip Code: [[FirefoxDriver: firefox on WINDOWS (9f770a9e-2efb-4e83-85da-17810565e558)] -> id: customer.address.zipCode]
2023-07-07 07:07:725 INFO  RegisterPge :106 - Enter Phone Number: 0125422525
2023-07-07 07:07:752 INFO  RegisterPge :111 - Enter SSN no: 152457841
2023-07-07 07:07:781 INFO  RegisterPge :116 - Enter User Nameganesha1@gmail.com
2023-07-07 07:07:808 INFO  RegisterPge :123 - Enter Password: Test12345
2023-07-07 07:07:837 INFO  RegisterPge :127 - Enter Password: Test12345
2023-07-07 21:07:219 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 21:07:487 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-07 21:07:551 INFO  LoginPage :76 - enter passwordTest12345
2023-07-07 21:07:593 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (eaa1b688-ed19-46bd-9443-07a79acdb4a3)] -> xpath: //input[@value='Log In']]
2023-07-07 21:07:762 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 21:07:683 INFO  LoginPage :71 - enterEmailIdganesha1@gmail.com
2023-07-07 21:07:753 INFO  LoginPage :76 - enter passwordTest12345
2023-07-07 21:07:802 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (a3b7f6ed-e42f-4762-8fe0-cf27300e81b0)] -> xpath: //input[@value='Log In']]
2023-07-07 21:07:884 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 21:07:65 INFO  LoginPage :71 - enterEmailId<ganesha1@gmail.com>
2023-07-07 21:07:136 INFO  LoginPage :76 - enter password<Test12345>
2023-07-07 21:07:173 INFO  LoginPage :89 - click on login button[[FirefoxDriver: firefox on WINDOWS (85bef537-e408-4053-933c-58f79fc589c1)] -> xpath: //input[@value='Log In']]
2023-07-07 21:07:177 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 21:07:184 INFO  HomePage :37 - click on register link :[[FirefoxDriver: firefox on WINDOWS (59727365-3d87-4fd1-8d7a-60c3ab5a62fe)] -> link text: Register]
2023-07-07 21:07:35 INFO  ManageBrowser :37 - launching firefox browser
2023-07-07 21:07:825 INFO  HomePage :37 - click on register link :[[FirefoxDriver: firefox on WINDOWS (e7ca0d03-9454-41c7-85cf-e00985a1f82e)] -> link text: Register]
2023-07-07 21:07:181 INFO  RegisterPge :76 - Enter First Name[[FirefoxDriver: firefox on WINDOWS (e7ca0d03-9454-41c7-85cf-e00985a1f82e)] -> id: customer.firstName]
2023-07-07 21:07:235 INFO  RegisterPge :80 - Enter Last Name[[FirefoxDriver: firefox on WINDOWS (e7ca0d03-9454-41c7-85cf-e00985a1f82e)] -> id: customer.lastName]
2023-07-07 21:07:262 INFO  RegisterPge :85 - Enter Address Street NameTest
2023-07-07 21:07:306 INFO  RegisterPge :90 - Enter City Name: Test City
2023-07-07 21:07:343 INFO  RegisterPge :95 - Enter State Name: Test State
2023-07-07 21:07:381 INFO  RegisterPge :100 - Enter Zip Code: [[FirefoxDriver: firefox on WINDOWS (e7ca0d03-9454-41c7-85cf-e00985a1f82e)] -> id: customer.address.zipCode]
2023-07-07 21:07:416 INFO  RegisterPge :106 - Enter Phone Number: 0125422525
2023-07-07 21:07:471 INFO  RegisterPge :111 - Enter SSN no: 152457841
2023-07-07 21:07:529 INFO  RegisterPge :116 - Enter User Nameganesha1@gmail.com
2023-07-07 21:07:576 INFO  RegisterPge :123 - Enter Password: Test12345
2023-07-07 21:07:611 INFO  RegisterPge :127 - Enter Password: Test12345
